"film_id","title","description","release_year","language_id","rental_duration","rental_rate","length","replacement_cost","rating","last_update","special_features","fulltext","actor_id","film_id-2","last_update-2","actor_id-2","first_name","last_name","last_update-3","language_id-2","language_name","last_update-4"
393,"Halloween Nuts","A Amazing Panorama of a Forensic Psychologist And a Technical Writer who must Fight a Dentist in A U-Boat",2006,1,6,"2.99",47,"19.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'amaz':4 'boat':23 'dentist':18 'fight':16 'forens':8 'halloween':1 'must':15 'nut':2 'panorama':5 'psychologist':9 'technic':12 'u':22 'u-boat':21 'writer':13",3,393,"2006-02-15 10:05:03",3,"Ed","Chase","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
441,"Hunter Alter","A Emotional Drama of a Mad Cow And a Boat who must Redeem a Secret Agent in A Shark Tank",2006,1,5,"2.99",125,"21.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'agent':18 'alter':2 'boat':12 'cow':9 'drama':5 'emot':4 'hunter':1 'mad':8 'must':14 'redeem':15 'secret':17 'shark':21 'tank':22",3,441,"2006-02-15 10:05:03",3,"Ed","Chase","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
453,"Image Princess","A Lacklusture Panorama of a Secret Agent And a Crocodile who must Discover a Madman in The Canadian Rockies",2006,1,3,"2.99",178,"17.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'agent':9 'canadian':20 'crocodil':12 'discov':15 'imag':1 'lacklustur':4 'madman':17 'must':14 'panorama':5 'princess':2 'rocki':21 'secret':8",3,453,"2006-02-15 10:05:03",3,"Ed","Chase","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
480,"Jeepers Wedding","A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia",2006,1,3,"2.99",84,"29.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'astound':4 'chef':17 'compos':8 'display':5 'dog':11 'georgia':20 'jeeper':1 'kill':14 'must':13 'pastri':16 'soviet':19 'wed':2",3,480,"2006-02-15 10:05:03",3,"Ed","Chase","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
539,"Luck Opus","A Boring Display of a Moose And a Squirrel who must Outrace a Teacher in A Shark Tank",2006,1,7,"2.99",152,"21.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'bore':4 'display':5 'luck':1 'moos':8 'must':13 'opus':2 'outrac':14 'shark':19 'squirrel':11 'tank':20 'teacher':16",3,539,"2006-02-15 10:05:03",3,"Ed","Chase","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
618,"Necklace Outbreak","A Astounding Epistle of a Database Administrator And a Mad Scientist who must Pursue a Cat in California",2006,1,3,"0.99",132,"21.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'administr':9 'astound':4 'california':20 'cat':18 'databas':8 'epistl':5 'mad':12 'must':15 'necklac':1 'outbreak':2 'pursu':16 'scientist':13",3,618,"2006-02-15 10:05:03",3,"Ed","Chase","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
685,"Platoon Instinct","A Thrilling Panorama of a Man And a Woman who must Reach a Woman in Australia",2006,1,6,"4.99",132,"10.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'australia':18 'instinct':2 'man':8 'must':13 'panorama':5 'platoon':1 'reach':14 'thrill':4 'woman':11,16",3,685,"2006-02-15 10:05:03",3,"Ed","Chase","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
827,"Spice Sorority","A Fateful Display of a Pioneer And a Hunter who must Defeat a Husband in An Abandoned Mine Shaft",2006,1,5,"4.99",141,"22.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'abandon':19 'defeat':14 'display':5 'fate':4 'hunter':11 'husband':16 'mine':20 'must':13 'pioneer':8 'shaft':21 'soror':2 'spice':1",3,827,"2006-02-15 10:05:03",3,"Ed","Chase","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
966,"Wedding Apollo","A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft",2006,1,3,"0.99",70,"14.99","PG","2013-05-26 14:50:58.951","{Trailers}","'abandon':21 'action':5 'action-pack':4 'apollo':2 'conquer':16 'lumberjack':18 'mine':22 'must':15 'pack':6 'shaft':23 'student':10 'tale':7 'waitress':13 'wed':1",3,966,"2006-02-15 10:05:03",3,"Ed","Chase","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
967,"Weekend Personal","A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat",2006,1,5,"2.99",134,"26.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'boat':22 'butler':13 'car':10 'documentari':7 'fast':5 'fast-pac':4 'find':16 'frisbe':18 'jet':21 'must':15 'pace':6 'person':2 'weekend':1",3,967,"2006-02-15 10:05:03",3,"Ed","Chase","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
971,"Whale Bikini","A Intrepid Story of a Pastry Chef And a Database Administrator who must Kill a Feminist in A MySQL Convention",2006,1,4,"4.99",109,"11.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'administr':13 'bikini':2 'chef':9 'convent':22 'databas':12 'feminist':18 'intrepid':4 'kill':16 'must':15 'mysql':21 'pastri':8 'stori':5 'whale':1",3,971,"2006-02-15 10:05:03",3,"Ed","Chase","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
996,"Young Language","A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station",2006,1,6,"0.99",183,"9.99","G","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'administr':12 'boat':8 'boy':17 'databas':11 'first':20 'languag':2 'man':21 'meet':15 'must':14 'space':22 'station':23 'unbeliev':4 'yarn':5 'young':1",3,996,"2006-02-15 10:05:03",3,"Ed","Chase","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
23,"Anaconda Confessions","A Lacklusture Display of a Dentist And a Dentist who must Fight a Girl in Australia",2006,1,3,"0.99",92,"9.99","R","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'anaconda':1 'australia':18 'confess':2 'dentist':8,11 'display':5 'fight':14 'girl':16 'lacklustur':4 'must':13",4,23,"2006-02-15 10:05:03",4,"Jennifer","Davis","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
25,"Angels Life","A Thoughtful Display of a Woman And a Astronaut who must Battle a Robot in Berlin",2006,1,3,"2.99",74,"15.99","G","2013-05-26 14:50:58.951","{Trailers}","'angel':1 'astronaut':11 'battl':14 'berlin':18 'display':5 'life':2 'must':13 'robot':16 'thought':4 'woman':8",4,25,"2006-02-15 10:05:03",4,"Jennifer","Davis","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
56,"Barefoot Manchurian","A Intrepid Story of a Cat And a Student who must Vanquish a Girl in An Abandoned Amusement Park",2006,1,6,"2.99",129,"15.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'abandon':19 'amus':20 'barefoot':1 'cat':8 'girl':16 'intrepid':4 'manchurian':2 'must':13 'park':21 'stori':5 'student':11 'vanquish':14",4,56,"2006-02-15 10:05:03",4,"Jennifer","Davis","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
62,"Bed Highball","A Astounding Panorama of a Lumberjack And a Dog who must Redeem a Woman in An Abandoned Fun House",2006,1,5,"2.99",106,"23.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'abandon':19 'astound':4 'bed':1 'dog':11 'fun':20 'highbal':2 'hous':21 'lumberjack':8 'must':13 'panorama':5 'redeem':14 'woman':16",4,62,"2006-02-15 10:05:03",4,"Jennifer","Davis","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
79,"Blade Polish","A Thoughtful Character Study of a Frisbee And a Pastry Chef who must Fight a Dentist in The First Manned Space Station",2006,1,5,"0.99",114,"10.99","PG-13","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'blade':1 'charact':5 'chef':13 'dentist':18 'fight':16 'first':21 'frisbe':9 'man':22 'must':15 'pastri':12 'polish':2 'space':23 'station':24 'studi':6 'thought':4",4,79,"2006-02-15 10:05:03",4,"Jennifer","Davis","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
87,"Boondock Ballroom","A Fateful Panorama of a Crocodile And a Boy who must Defeat a Monkey in The Gulf of Mexico",2006,1,7,"0.99",76,"14.99","NC-17","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'ballroom':2 'boondock':1 'boy':11 'crocodil':8 'defeat':14 'fate':4 'gulf':19 'mexico':21 'monkey':16 'must':13 'panorama':5",4,87,"2006-02-15 10:05:03",4,"Jennifer","Davis","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
355,"Ghostbusters Elf","A Thoughtful Epistle of a Dog And a Feminist who must Chase a Composer in Berlin",2006,1,7,"0.99",101,"18.99","R","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'berlin':18 'chase':14 'compos':16 'dog':8 'elf':2 'epistl':5 'feminist':11 'ghostbust':1 'must':13 'thought':4",4,355,"2006-02-15 10:05:03",4,"Jennifer","Davis","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
379,"Greedy Roots","A Amazing Reflection of a A Shark And a Butler who must Chase a Hunter in The Canadian Rockies",2006,1,7,"0.99",166,"14.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'amaz':4 'butler':12 'canadian':20 'chase':15 'greedi':1 'hunter':17 'must':14 'reflect':5 'rocki':21 'root':2 'shark':9",4,379,"2006-02-15 10:05:03",4,"Jennifer","Davis","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
398,"Hanover Galaxy","A Stunning Reflection of a Girl And a Secret Agent who must Succumb a Boy in A MySQL Convention",2006,1,5,"4.99",47,"21.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'agent':12 'boy':17 'convent':21 'galaxi':2 'girl':8 'hanov':1 'must':14 'mysql':20 'reflect':5 'secret':11 'stun':4 'succumb':15",4,398,"2006-02-15 10:05:03",4,"Jennifer","Davis","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
463,"Instinct Airport","A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse",2006,1,4,"2.99",116,"21.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'airport':2 'butler':17 'confront':15 'cow':9 'documentari':5 'explor':12 'instinct':1 'mad':8 'manhattan':20 'must':14 'penthous':21 'touch':4",4,463,"2006-02-15 10:05:03",4,"Jennifer","Davis","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
490,"Jumanji Blade","A Intrepid Yarn of a Husband And a Womanizer who must Pursue a Mad Scientist in New Orleans",2006,1,4,"2.99",121,"13.99","G","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'blade':2 'husband':8 'intrepid':4 'jumanji':1 'mad':16 'must':13 'new':19 'orlean':20 'pursu':14 'scientist':17 'woman':11 'yarn':5",4,490,"2006-02-15 10:05:03",4,"Jennifer","Davis","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
616,"National Story","A Taut Epistle of a Mad Scientist And a Girl who must Escape a Monkey in California",2006,1,4,"2.99",92,"19.99","NC-17","2013-05-26 14:50:58.951","{Trailers}","'california':19 'epistl':5 'escap':15 'girl':12 'mad':8 'monkey':17 'must':14 'nation':1 'scientist':9 'stori':2 'taut':4",4,616,"2006-02-15 10:05:03",4,"Jennifer","Davis","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
635,"Oklahoma Jumanji","A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert",2006,1,7,"0.99",58,"15.99","PG","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'dentist':8 'desert':20 'drama':5 'husband':16 'jumanji':2 'meet':14 'must':13 'oklahoma':1 'sahara':19 'thought':4 'woman':11",4,635,"2006-02-15 10:05:03",4,"Jennifer","Davis","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
691,"Poseidon Forever","A Thoughtful Epistle of a Womanizer And a Monkey who must Vanquish a Dentist in A Monastery",2006,1,6,"4.99",159,"29.99","PG-13","2013-05-26 14:50:58.951","{Commentaries}","'dentist':16 'epistl':5 'forev':2 'monasteri':19 'monkey':11 'must':13 'poseidon':1 'thought':4 'vanquish':14 'woman':8",4,691,"2006-02-15 10:05:03",4,"Jennifer","Davis","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
712,"Raiders Antitrust","A Amazing Drama of a Teacher And a Feminist who must Meet a Woman in The First Manned Space Station",2006,1,4,"0.99",82,"11.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'amaz':4 'antitrust':2 'drama':5 'feminist':11 'first':19 'man':20 'meet':14 'must':13 'raider':1 'space':21 'station':22 'teacher':8 'woman':16",4,712,"2006-02-15 10:05:03",4,"Jennifer","Davis","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
714,"Random Go","A Fateful Drama of a Frisbee And a Student who must Confront a Cat in A Shark Tank",2006,1,6,"2.99",73,"29.99","NC-17","2013-05-26 14:50:58.951","{Trailers}","'cat':16 'confront':14 'drama':5 'fate':4 'frisbe':8 'go':2 'must':13 'random':1 'shark':19 'student':11 'tank':20",4,714,"2006-02-15 10:05:03",4,"Jennifer","Davis","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
721,"Reds Pocus","A Lacklusture Yarn of a Sumo Wrestler And a Squirrel who must Redeem a Monkey in Soviet Georgia",2006,1,7,"4.99",182,"23.99","PG-13","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'georgia':20 'lacklustur':4 'monkey':17 'must':14 'pocus':2 'red':1 'redeem':15 'soviet':19 'squirrel':12 'sumo':8 'wrestler':9 'yarn':5",4,721,"2006-02-15 10:05:03",4,"Jennifer","Davis","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
798,"Silverado Goldfinger","A Stunning Epistle of a Sumo Wrestler And a Man who must Challenge a Waitress in Ancient India",2006,1,4,"4.99",74,"11.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'ancient':19 'challeng':15 'epistl':5 'goldfing':2 'india':20 'man':12 'must':14 'silverado':1 'stun':4 'sumo':8 'waitress':17 'wrestler':9",4,798,"2006-02-15 10:05:03",4,"Jennifer","Davis","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
832,"Splash Gump","A Taut Saga of a Crocodile And a Boat who must Conquer a Hunter in A Shark Tank",2006,1,5,"0.99",175,"16.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'boat':11 'conquer':14 'crocodil':8 'gump':2 'hunter':16 'must':13 'saga':5 'shark':19 'splash':1 'tank':20 'taut':4",4,832,"2006-02-15 10:05:03",4,"Jennifer","Davis","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
858,"Submarine Bed","A Amazing Display of a Car And a Monkey who must Fight a Teacher in Soviet Georgia",2006,1,5,"4.99",127,"21.99","R","2013-05-26 14:50:58.951","{Trailers}","'amaz':4 'bed':2 'car':8 'display':5 'fight':14 'georgia':19 'monkey':11 'must':13 'soviet':18 'submarin':1 'teacher':16",4,858,"2006-02-15 10:05:03",4,"Jennifer","Davis","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
909,"Treasure Command","A Emotional Saga of a Car And a Madman who must Discover a Pioneer in California",2006,1,3,"0.99",102,"28.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'california':18 'car':8 'command':2 'discov':14 'emot':4 'madman':11 'must':13 'pioneer':16 'saga':5 'treasur':1",4,909,"2006-02-15 10:05:03",4,"Jennifer","Davis","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
924,"Unforgiven Zoolander","A Taut Epistle of a Monkey And a Sumo Wrestler who must Vanquish a A Shark in A Baloon Factory",2006,1,7,"0.99",129,"15.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'baloon':21 'epistl':5 'factori':22 'monkey':8 'must':14 'shark':18 'sumo':11 'taut':4 'unforgiven':1 'vanquish':15 'wrestler':12 'zooland':2",4,924,"2006-02-15 10:05:03",4,"Jennifer","Davis","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
19,"Amadeus Holy","A Emotional Display of a Pioneer And a Technical Writer who must Battle a Man in A Baloon",2006,1,6,"0.99",113,"20.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'amadeus':1 'baloon':20 'battl':15 'display':5 'emot':4 'holi':2 'man':17 'must':14 'pioneer':8 'technic':11 'writer':12",5,19,"2006-02-15 10:05:03",5,"Johnny","Lollobrigida","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
54,"Banger Pinocchio","A Awe-Inspiring Drama of a Car And a Pastry Chef who must Chase a Crocodile in The First Manned Space Station",2006,1,5,"0.99",113,"15.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'awe':5 'awe-inspir':4 'banger':1 'car':10 'chase':17 'chef':14 'crocodil':19 'drama':7 'first':22 'inspir':6 'man':23 'must':16 'pastri':13 'pinocchio':2 'space':24 'station':25",5,54,"2006-02-15 10:05:03",5,"Johnny","Lollobrigida","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
85,"Bonnie Holocaust","A Fast-Paced Story of a Crocodile And a Robot who must Find a Moose in Ancient Japan",2006,1,4,"0.99",63,"29.99","G","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'ancient':20 'bonni':1 'crocodil':10 'fast':5 'fast-pac':4 'find':16 'holocaust':2 'japan':21 'moos':18 'must':15 'pace':6 'robot':13 'stori':7",5,85,"2006-02-15 10:05:03",5,"Johnny","Lollobrigida","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
146,"Chitty Lock","A Boring Epistle of a Boat And a Database Administrator who must Kill a Sumo Wrestler in The First Manned Space Station",2006,1,6,"2.99",107,"24.99","G","2013-05-26 14:50:58.951","{Commentaries}","'administr':12 'boat':8 'bore':4 'chitti':1 'databas':11 'epistl':5 'first':21 'kill':15 'lock':2 'man':22 'must':14 'space':23 'station':24 'sumo':17 'wrestler':18",5,146,"2006-02-15 10:05:03",5,"Johnny","Lollobrigida","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
171,"Commandments Express","A Fanciful Saga of a Student And a Mad Scientist who must Battle a Hunter in An Abandoned Mine Shaft",2006,1,6,"4.99",59,"13.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'abandon':20 'battl':15 'command':1 'express':2 'fanci':4 'hunter':17 'mad':11 'mine':21 'must':14 'saga':5 'scientist':12 'shaft':22 'student':8",5,171,"2006-02-15 10:05:03",5,"Johnny","Lollobrigida","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
172,"Coneheads Smoochy","A Touching Story of a Womanizer And a Composer who must Pursue a Husband in Nigeria",2006,1,7,"4.99",112,"12.99","NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'compos':11 'conehead':1 'husband':16 'must':13 'nigeria':18 'pursu':14 'smoochi':2 'stori':5 'touch':4 'woman':8",5,172,"2006-02-15 10:05:03",5,"Johnny","Lollobrigida","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
202,"Daddy Pittsburgh","A Epic Story of a A Shark And a Student who must Confront a Explorer in The Gulf of Mexico",2006,1,5,"4.99",161,"26.99","G","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'confront':15 'daddi':1 'epic':4 'explor':17 'gulf':20 'mexico':22 'must':14 'pittsburgh':2 'shark':9 'stori':5 'student':12",5,202,"2006-02-15 10:05:03",5,"Johnny","Lollobrigida","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
